ID,Title,Type,Priority,Start Date,End Date,Status,YYYY-Week,YYYY-MM,YYYY,Cycle Time (days),Current Age (days),URL,Done ≤ 1 day,Done ≤ 7 days,Done ≤ 14 days,Done ≤ 21 days,Done ≤ 28 days
DONE-95,Implement GDPR-compliant data deletion workflow for user accounts,Improvement,Medium,2025-11-29,2025-12-14,Done,2025-W50,2025-12,2025,16,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-120,Fix broken pagination on the search results listing page,Story,Medium,2025-11-29,2025-11-30,Done,2025-W48,2025-11,2025,2,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-146,Add support for multiple currency display in the pricing tables,Bug,Medium,2025-12-02,2025-12-19,Done,2025-W51,2025-12,2025,18,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-12,Implement automated database backup and point-in-time recovery,Task,Medium,2025-12-03,2025-12-08,Done,2025-W50,2025-12,2025,6,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-80,Refactor the notification service to use an event-driven pattern,Improvement,Medium,2025-12-03,2025-12-12,Done,2025-W50,2025-12,2025,10,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-49,Add accessibility improvements to comply with WCAG 2.1 standards,Story,Medium,2025-12-06,2025-12-21,Done,2025-W51,2025-12,2025,16,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-121,Implement user authentication and session management for the API,Task,Medium,2025-12-06,2025-12-21,Done,2025-W51,2025-12,2025,16,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-149,Refactor the legacy payment gateway integration module,Story,Medium,2025-12-07,2025-12-12,Done,2025-W50,2025-12,2025,6,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-98,Add comprehensive end-to-end tests for the checkout flow,Bug,Medium,2025-12-08,2025-12-23,Done,2025-W52,2025-12,2025,16,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-108,Migrate database schema to support multi-tenancy architecture,Task,Medium,2025-12-08,2025-12-22,Done,2025-W52,2025-12,2025,15,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-68,Implement real-time notifications using WebSockets,Story,Medium,2025-12-13,2025-12-14,Done,2025-W50,2025-12,2025,2,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-117,Implement automated data export with configurable scheduling,Bug,Medium,2025-12-16,2026-01-03,Done,2026-W01,2026-01,2026,19,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-8,Add role-based access control to the admin management panel,Task,Medium,2025-12-17,2025-12-21,Done,2025-W51,2025-12,2025,5,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-105,Fix intermittent timeout errors in the third-party API client,Improvement,Medium,2025-12-17,2025-12-25,Done,2025-W52,2025-12,2025,9,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-140,Refactor authentication middleware to use JWT token validation,Story,Medium,2025-12-17,2026-01-06,Done,2026-W02,2026-01,2026,21,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-48,Create data migration scripts for the legacy customer records,Bug,Medium,2025-12-18,2026-01-02,Done,2026-W01,2026-01,2026,16,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-145,Implement pagination for the product catalogue endpoint,Task,Medium,2025-12-19,2025-12-28,Done,2025-W52,2025-12,2025,10,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-15,Add audit logging for all user actions in the admin interface,Improvement,Medium,2025-12-20,2026-01-05,Done,2026-W02,2026-01,2026,17,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-57,Improve error handling and retry logic in the email delivery service,Bug,Medium,2025-12-20,2025-12-21,Done,2025-W51,2025-12,2025,2,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-132,Resolve CSS layout issues on mobile devices in Safari,Story,Medium,2025-12-23,2026-01-04,Done,2026-W01,2026-01,2026,13,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-30,Implement two-factor authentication for privileged user accounts,Bug,Medium,2025-12-24,2026-01-07,Done,2026-W02,2026-01,2026,15,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-36,Optimize image processing pipeline to reduce storage costs,Task,Medium,2025-12-27,2026-01-10,Done,2026-W02,2026-01,2026,15,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-66,Add GraphQL API endpoint for the mobile application team,Improvement,Medium,2025-12-28,2026-01-02,Done,2026-W01,2026-01,2026,6,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-147,Fix incorrect tax calculation for cross-border transactions,Story,Medium,2025-12-31,2026-01-04,Done,2026-W01,2026-01,2026,5,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-60,Implement webhook delivery with exponential backoff retry,Bug,Medium,2026-01-01,2026-01-16,Done,2026-W03,2026-01,2026,16,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-123,Create dashboard for monitoring real-time system health metrics,Task,Medium,2026-01-01,2026-01-19,Done,2026-W04,2026-01,2026,19,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-58,Add support for custom fields in the customer profile section,Improvement,Medium,2026-01-02,2026-01-15,Done,2026-W03,2026-01,2026,14,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-33,Migrate from deprecated authentication library to current version,Story,Medium,2026-01-03,2026-01-13,Done,2026-W03,2026-01,2026,11,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-65,Implement smart caching strategy for frequently accessed resources,Bug,Medium,2026-01-03,2026-01-23,Done,2026-W04,2026-01,2026,21,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-114,Fix data inconsistency bug in the inventory synchronization job,Task,Medium,2026-01-03,2026-01-16,Done,2026-W03,2026-01,2026,14,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-9,Add automated regression tests for the payment processing flow,Improvement,Medium,2026-01-04,2026-01-14,Done,2026-W03,2026-01,2026,11,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-44,Optimize the recommendation engine for better response times,Story,Medium,2026-01-13,2026-01-22,Done,2026-W04,2026-01,2026,10,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-109,Implement automated database backup and point-in-time recovery,Story,Medium,2026-01-17,2026-02-02,Done,2026-W06,2026-02,2026,17,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-85,Fix incorrect date timezone handling in the scheduling module,Task,Medium,2026-01-18,2026-01-31,Done,2026-W05,2026-01,2026,14,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-20,Implement feature flag system for gradual feature rollouts,Story,Medium,2026-01-22,2026-02-03,Done,2026-W06,2026-02,2026,13,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-45,Implement soft-delete functionality across all resource endpoints,Improvement,Medium,2026-01-25,2026-02-04,Done,2026-W06,2026-02,2026,11,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-62,Add comprehensive end-to-end tests for the checkout flow,Improvement,Medium,2026-01-29,2026-02-02,Done,2026-W06,2026-02,2026,5,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-106,Migrate database schema to support multi-tenancy architecture,Story,Medium,2026-01-31,2026-02-14,Done,2026-W07,2026-02,2026,15,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-118,Resolve memory leak in the background job processing worker,Bug,Medium,2026-01-31,2026-02-11,Done,2026-W07,2026-02,2026,12,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-116,Redesign the reporting dashboard with filterable date ranges,Bug,Medium,2026-02-06,2026-02-18,Done,2026-W08,2026-02,2026,13,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-89,Implement pagination for the product catalogue endpoint,Story,Medium,2026-02-13,2026-02-18,Done,2026-W08,2026-02,2026,6,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-100,Add internationalization support for the customer-facing UI,Bug,Medium,2026-02-18,2026-03-08,Done,2026-W10,2026-03,2026,19,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-141,Resolve CSS layout issues on mobile devices in Safari,Task,Medium,2026-02-18,2026-02-27,Done,2026-W09,2026-02,2026,10,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-43,Implement two-factor authentication for privileged user accounts,Improvement,Medium,2026-02-20,2026-02-25,Done,2026-W09,2026-02,2026,6,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-51,Optimize image processing pipeline to reduce storage costs,Story,Medium,2026-02-21,2026-02-26,Done,2026-W09,2026-02,2026,6,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-102,Add GraphQL API endpoint for the mobile application team,Bug,Medium,2026-02-21,2026-03-02,Done,2026-W10,2026-03,2026,10,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-41,Add support for custom fields in the customer profile section,Bug,Medium,2026-02-25,2026-03-14,Done,2026-W11,2026-03,2026,18,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-25,Implement smart caching strategy for frequently accessed resources,Improvement,Medium,2026-02-26,2026-02-28,Done,2026-W09,2026-02,2026,3,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
WIP-24,Add machine learning model integration for predictive user behaviour,Improvement,Medium,2026-02-27,,In Progress,,,,,82,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
DONE-122,Add dark mode support to the main application interface,Task,Medium,2026-02-28,2026-03-17,Done,2026-W12,2026-03,2026,18,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
WIP-30,Add comprehensive observability with distributed tracing support,Task,Medium,2026-03-01,,In Progress,,,,,80,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
DONE-18,Fix broken pagination on the search results listing page,Improvement,Medium,2026-03-02,2026-03-19,Done,2026-W12,2026-03,2026,18,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-70,Add support for multiple currency display in the pricing tables,Story,Medium,2026-03-02,2026-03-12,Done,2026-W11,2026-03,2026,11,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-86,Fix incorrect date timezone handling in the scheduling module,Improvement,Medium,2026-03-03,2026-03-08,Done,2026-W10,2026-03,2026,6,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
WIP-37,Redesign the database schema to support hierarchical data structures,Story,Medium,2026-03-03,,In Progress,,,,,78,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-20,Implement automated canary deployment pipeline for safe releases,Task,Medium,2026-03-04,,In Progress,,,,,77,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
DONE-110,Resolve slow startup time caused by heavy dependency loading,Story,Medium,2026-03-07,2026-03-09,Done,2026-W11,2026-03,2026,3,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
WIP-41,Build the self-service onboarding wizard for new enterprise customers,Bug,Medium,2026-03-07,,In Progress,,,,,74,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
DONE-97,Implement soft-delete functionality across all resource endpoints,Improvement,Medium,2026-03-10,2026-03-16,Done,2026-W12,2026-03,2026,7,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
WIP-23,Refactor the legacy report generation engine for better performance,Story,Medium,2026-03-10,,In Progress,,,,,71,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-5,Add deep-linking support for the single-page application router,Story,Medium,2026-03-12,,In Progress,,,,,69,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-46,Refactor the background job system to support priority queuing,Improvement,Medium,2026-03-13,,In Progress,,,,,68,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-25,Build the new customer analytics reporting portal from scratch,Story,Medium,2026-03-15,,In Progress,,,,,66,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-50,Implement service mesh with mutual TLS for inter-service communication,Bug,Medium,2026-03-16,,In Progress,,,,,65,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-3,Add comprehensive end-to-end monitoring for the payment workflows,Task,Medium,2026-03-17,,In Progress,,,,,64,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-7,Design the data warehouse schema for the business intelligence team,Improvement,Medium,2026-03-17,,In Progress,,,,,64,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-42,Implement fine-grained authorization using attribute-based policies,Story,Medium,2026-03-17,,In Progress,,,,,64,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-14,Build automated load testing harness for the API performance suite,Bug,Medium,2026-03-18,,In Progress,,,,,63,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-28,Refactor legacy vendor integrations to use the new adapter pattern,Task,Medium,2026-03-18,,In Progress,,,,,63,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-9,Build the self-healing infrastructure automation for cloud resources,Bug,Medium,2026-03-20,,In Progress,,,,,61,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-2,Implement the new onboarding email sequence with personalisation,Improvement,Medium,2026-03-25,,In Progress,,,,,56,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-38,Build the configuration management service for dynamic feature flags,Task,Medium,2026-03-27,,In Progress,,,,,54,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-34,Add support for importing data from legacy third-party CRM systems,Improvement,Medium,2026-03-28,,In Progress,,,,,53,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-43,Refactor the notification dispatcher to support pluggable channels,Bug,Medium,2026-04-02,,In Progress,,,,,48,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-27,Add multi-language support for the automated email templates,Story,Medium,2026-04-05,,In Progress,,,,,45,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-10,Implement the compliance reporting module for SOC2 certification,Task,Medium,2026-04-06,,In Progress,,,,,44,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-35,Add support for versioned API contracts with backward compatibility,Improvement,Medium,2026-04-06,,In Progress,,,,,44,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
