ID,Title,Type,Priority,Start Date,End Date,Status,YYYY-Week,YYYY-MM,YYYY,Cycle Time (days),Current Age (days),URL,Done ≤ 1 day,Done ≤ 7 days,Done ≤ 14 days,Done ≤ 21 days,Done ≤ 28 days
DONE-52,Add comprehensive API documentation using OpenAPI specification,Improvement,Lowest,2026-01-21,2026-02-02,Done,2026-W06,2026-02,2026,13,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-45,Implement soft-delete functionality across all resource endpoints,Improvement,Medium,2026-01-25,2026-02-04,Done,2026-W06,2026-02,2026,11,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-62,Add comprehensive end-to-end tests for the checkout flow,Improvement,Medium,2026-01-29,2026-02-02,Done,2026-W06,2026-02,2026,5,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-82,Improve search indexing performance for large datasets,Improvement,Lowest,2026-02-03,2026-02-05,Done,2026-W06,2026-02,2026,3,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-139,Implement automated data export with configurable scheduling,Improvement,High,2026-02-09,2026-02-13,Done,2026-W07,2026-02,2026,5,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-40,Create data migration scripts for the legacy customer records,Improvement,Low,2026-02-13,2026-02-19,Done,2026-W08,2026-02,2026,7,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-138,Improve error handling and retry logic in the email delivery service,Improvement,High,2026-02-15,2026-03-07,Done,2026-W10,2026-03,2026,21,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-43,Implement two-factor authentication for privileged user accounts,Improvement,Medium,2026-02-20,2026-02-25,Done,2026-W09,2026-02,2026,6,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-131,Implement webhook delivery with exponential backoff retry,Improvement,Low,2026-02-23,2026-03-07,Done,2026-W10,2026-03,2026,13,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-25,Implement smart caching strategy for frequently accessed resources,Improvement,Medium,2026-02-26,2026-02-28,Done,2026-W09,2026-02,2026,3,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-93,Implement configurable rate limiting for the public REST API,Improvement,High,2026-02-27,2026-03-02,Done,2026-W10,2026-03,2026,4,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
WIP-24,Add machine learning model integration for predictive user behaviour,Improvement,Medium,2026-02-27,,In Progress,,,,,79,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
DONE-133,Optimize the recommendation engine for better response times,Improvement,Low,2026-02-28,2026-03-06,Done,2026-W10,2026-03,2026,7,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-18,Fix broken pagination on the search results listing page,Improvement,Medium,2026-03-02,2026-03-19,Done,2026-W12,2026-03,2026,18,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-86,Fix incorrect date timezone handling in the scheduling module,Improvement,Medium,2026-03-03,2026-03-08,Done,2026-W10,2026-03,2026,6,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-115,Implement feature flag system for gradual feature rollouts,Improvement,Low,2026-03-05,2026-03-22,Done,2026-W12,2026-03,2026,18,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-97,Implement soft-delete functionality across all resource endpoints,Improvement,Medium,2026-03-10,2026-03-16,Done,2026-W12,2026-03,2026,7,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
WIP-33,Build a unified API gateway to consolidate all backend services,Improvement,High,2026-03-11,,In Progress,,,,,67,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-46,Refactor the background job system to support priority queuing,Improvement,Medium,2026-03-13,,In Progress,,,,,65,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-7,Design the data warehouse schema for the business intelligence team,Improvement,Medium,2026-03-17,,In Progress,,,,,61,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-4,Add support for real-time collaborative editing in the document module,Improvement,Highest,2026-03-19,,In Progress,,,,,59,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-17,Implement smart search with natural language processing capabilities,Improvement,Lowest,2026-03-21,,In Progress,,,,,57,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-2,Implement the new onboarding email sequence with personalisation,Improvement,Medium,2026-03-25,,In Progress,,,,,53,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-34,Add support for importing data from legacy third-party CRM systems,Improvement,Medium,2026-03-28,,In Progress,,,,,50,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-18,Implement chaos engineering tests for resilience validation,Improvement,Lowest,2026-04-05,,In Progress,,,,,42,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-35,Add support for versioned API contracts with backward compatibility,Improvement,Medium,2026-04-06,,In Progress,,,,,41,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-49,Add intelligent alerting with anomaly detection for system metrics,Improvement,Low,2026-04-11,,In Progress,,,,,36,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
