ID,Title,Type,Priority,Start Date,End Date,Status,YYYY-Week,YYYY-MM,YYYY,Cycle Time (days),Current Age (days),URL,Done ≤ 1 day,Done ≤ 7 days,Done ≤ 14 days,Done ≤ 21 days,Done ≤ 28 days
DONE-76,Implement real-time notifications using WebSockets,Task,Low,2026-02-03,2026-02-10,Done,2026-W07,2026-02,2026,8,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-59,Optimize SQL queries causing slow response times in production,Task,Lowest,2026-02-09,2026-03-01,Done,2026-W09,2026-03,2026,21,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-111,Refactor authentication middleware to use JWT token validation,Task,High,2026-02-10,2026-03-01,Done,2026-W09,2026-03,2026,20,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-46,Fix race condition in the concurrent order processing service,Task,High,2026-02-14,2026-03-03,Done,2026-W10,2026-03,2026,18,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-141,Resolve CSS layout issues on mobile devices in Safari,Task,Medium,2026-02-18,2026-02-27,Done,2026-W09,2026-02,2026,10,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-113,Fix incorrect tax calculation for cross-border transactions,Task,High,2026-02-21,2026-03-09,Done,2026-W11,2026-03,2026,17,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-47,Migrate from deprecated authentication library to current version,Task,Low,2026-02-25,2026-03-13,Done,2026-W11,2026-03,2026,17,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-87,Refactor the monolithic reporting service into microservices,Task,High,2026-02-26,2026-03-10,Done,2026-W11,2026-03,2026,13,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
WIP-21,Refactor the monolithic authentication service into smaller modules,Task,Low,2026-02-27,,In Progress,,,,,87,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
DONE-122,Add dark mode support to the main application interface,Task,Medium,2026-02-28,2026-03-17,Done,2026-W12,2026-03,2026,18,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
WIP-30,Add comprehensive observability with distributed tracing support,Task,Medium,2026-03-01,,In Progress,,,,,85,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
DONE-71,Refactor the notification service to use an event-driven pattern,Task,Lowest,2026-03-03,2026-03-12,Done,2026-W11,2026-03,2026,10,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
WIP-20,Implement automated canary deployment pipeline for safe releases,Task,Medium,2026-03-04,,In Progress,,,,,82,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
DONE-74,Add accessibility improvements to comply with WCAG 2.1 standards,Task,Lowest,2026-03-09,2026-03-12,Done,2026-W11,2026-03,2026,4,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
WIP-47,Implement event sourcing pattern for the order management domain,Task,Lowest,2026-03-10,,In Progress,,,,,76,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-19,Implement A/B testing framework for the checkout funnel experiments,Task,Low,2026-03-13,,In Progress,,,,,73,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-3,Add comprehensive end-to-end monitoring for the payment workflows,Task,Medium,2026-03-17,,In Progress,,,,,69,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-28,Refactor legacy vendor integrations to use the new adapter pattern,Task,Medium,2026-03-18,,In Progress,,,,,68,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-11,Migrate from polling to event-driven architecture for data updates,Task,Low,2026-03-20,,In Progress,,,,,66,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-26,Refactor the codebase to eliminate circular dependency chains,Task,Low,2026-03-24,,In Progress,,,,,62,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-38,Build the configuration management service for dynamic feature flags,Task,Medium,2026-03-27,,In Progress,,,,,59,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-13,Build the comprehensive audit trail for the financial transactions,Task,High,2026-04-04,,In Progress,,,,,51,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-10,Implement the compliance reporting module for SOC2 certification,Task,Medium,2026-04-06,,In Progress,,,,,49,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
WIP-16,Refactor the data anonymisation pipeline for privacy compliance,Task,High,2026-04-11,,In Progress,,,,,44,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,,,,,
