ID,Title,Type,Priority,Start Date,End Date,Status,YYYY-Week,YYYY-MM,YYYY,Cycle Time (days),Current Age (days),URL,Done ≤ 1 day,Done ≤ 7 days,Done ≤ 14 days,Done ≤ 21 days,Done ≤ 28 days
DONE-42,Implement pagination for the product catalogue endpoint,Story,Low,2025-11-05,2025-11-13,Done,2025-W46,2025-11,2025,9,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-126,Add audit logging for all user actions in the admin interface,Bug,High,2025-11-06,2025-11-16,Done,2025-W46,2025-11,2025,11,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-125,Fix race condition in the concurrent order processing service,Task,Highest,2025-11-07,2025-11-11,Done,2025-W46,2025-11,2025,5,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-73,Improve error handling and retry logic in the email delivery service,Improvement,High,2025-11-10,2025-11-14,Done,2025-W46,2025-11,2025,5,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-101,Implement bulk import feature for CSV product data uploads,Story,Medium,2025-11-10,2025-11-28,Done,2025-W48,2025-11,2025,19,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-1,Add internationalization support for the customer-facing UI,Bug,Low,2025-11-11,2025-11-13,Done,2025-W46,2025-11,2025,3,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-150,Resolve CSS layout issues on mobile devices in Safari,Task,Medium,2025-11-12,2025-12-02,Done,2025-W49,2025-12,2025,21,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-78,Implement two-factor authentication for privileged user accounts,Improvement,Medium,2025-11-13,2025-11-29,Done,2025-W48,2025-11,2025,17,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-136,Optimize image processing pipeline to reduce storage costs,Story,Highest,2025-11-13,2025-11-24,Done,2025-W48,2025-11,2025,12,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-56,Add GraphQL API endpoint for the mobile application team,Bug,High,2025-11-16,2025-11-29,Done,2025-W48,2025-11,2025,14,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-112,Fix incorrect tax calculation for cross-border transactions,Task,Lowest,2025-11-16,2025-11-22,Done,2025-W47,2025-11,2025,7,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-127,Implement webhook delivery with exponential backoff retry,Improvement,Highest,2025-11-16,2025-11-22,Done,2025-W47,2025-11,2025,7,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-6,Create dashboard for monitoring real-time system health metrics,Story,Medium,2025-11-17,2025-11-23,Done,2025-W47,2025-11,2025,7,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-28,Add support for custom fields in the customer profile section,Bug,High,2025-11-19,2025-11-22,Done,2025-W47,2025-11,2025,4,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-39,Migrate from deprecated authentication library to current version,Task,Lowest,2025-11-20,2025-11-28,Done,2025-W48,2025-11,2025,9,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-103,Implement smart caching strategy for frequently accessed resources,Improvement,Low,2025-11-21,2025-11-26,Done,2025-W48,2025-11,2025,6,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-3,Fix data inconsistency bug in the inventory synchronization job,Story,Low,2025-11-22,2025-12-04,Done,2025-W49,2025-12,2025,13,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-77,Add automated regression tests for the payment processing flow,Bug,Medium,2025-11-22,2025-11-30,Done,2025-W48,2025-11,2025,9,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-119,Refactor the monolithic reporting service into microservices,Task,High,2025-11-22,2025-12-10,Done,2025-W50,2025-12,2025,19,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-143,Implement configurable rate limiting for the public REST API,Improvement,Medium,2025-11-22,2025-12-12,Done,2025-W50,2025-12,2025,21,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-5,Fix security vulnerability in the file upload validation logic,Story,Lowest,2025-11-23,2025-12-09,Done,2025-W50,2025-12,2025,17,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-75,Add dark mode support to the main application interface,Bug,Medium,2025-11-24,2025-11-26,Done,2025-W48,2025-11,2025,3,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-16,Optimize the recommendation engine for better response times,Task,Medium,2025-11-25,2025-12-10,Done,2025-W50,2025-12,2025,16,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-95,Implement GDPR-compliant data deletion workflow for user accounts,Improvement,Medium,2025-11-29,2025-12-14,Done,2025-W50,2025-12,2025,16,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-120,Fix broken pagination on the search results listing page,Story,Medium,2025-11-29,2025-11-30,Done,2025-W48,2025-11,2025,2,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-146,Add support for multiple currency display in the pricing tables,Bug,Medium,2025-12-02,2025-12-19,Done,2025-W51,2025-12,2025,18,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-12,Implement automated database backup and point-in-time recovery,Task,Medium,2025-12-03,2025-12-08,Done,2025-W50,2025-12,2025,6,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-80,Refactor the notification service to use an event-driven pattern,Improvement,Medium,2025-12-03,2025-12-12,Done,2025-W50,2025-12,2025,10,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-64,Fix incorrect date timezone handling in the scheduling module,Story,High,2025-12-04,2025-12-07,Done,2025-W49,2025-12,2025,4,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-7,Add comprehensive API documentation using OpenAPI specification,Bug,Low,2025-12-05,2025-12-09,Done,2025-W50,2025-12,2025,5,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-53,Implement feature flag system for gradual feature rollouts,Task,High,2025-12-05,2025-12-23,Done,2025-W52,2025-12,2025,19,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-84,Resolve slow startup time caused by heavy dependency loading,Improvement,Low,2025-12-05,2025-12-12,Done,2025-W50,2025-12,2025,8,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-49,Add accessibility improvements to comply with WCAG 2.1 standards,Story,Medium,2025-12-06,2025-12-21,Done,2025-W51,2025-12,2025,16,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-50,Implement soft-delete functionality across all resource endpoints,Bug,High,2025-12-06,2025-12-26,Done,2025-W52,2025-12,2025,21,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-121,Implement user authentication and session management for the API,Task,Medium,2025-12-06,2025-12-21,Done,2025-W51,2025-12,2025,16,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-11,Fix performance regression in the data processing pipeline,Improvement,Low,2025-12-07,2025-12-11,Done,2025-W50,2025-12,2025,5,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-149,Refactor the legacy payment gateway integration module,Story,Medium,2025-12-07,2025-12-12,Done,2025-W50,2025-12,2025,6,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-98,Add comprehensive end-to-end tests for the checkout flow,Bug,Medium,2025-12-08,2025-12-23,Done,2025-W52,2025-12,2025,16,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-108,Migrate database schema to support multi-tenancy architecture,Task,Medium,2025-12-08,2025-12-22,Done,2025-W52,2025-12,2025,15,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-24,Resolve memory leak in the background job processing worker,Improvement,High,2025-12-11,2025-12-31,Done,2026-W01,2025-12,2025,21,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-68,Implement real-time notifications using WebSockets,Story,Medium,2025-12-13,2025-12-14,Done,2025-W50,2025-12,2025,2,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-2,Improve search indexing performance for large datasets,Bug,Low,2025-12-14,2025-12-24,Done,2025-W52,2025-12,2025,11,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-35,Add support for OAuth2 single sign-on provider integration,Task,Low,2025-12-15,2025-12-17,Done,2025-W51,2025-12,2025,3,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-129,Redesign the reporting dashboard with filterable date ranges,Improvement,High,2025-12-15,2025-12-23,Done,2025-W52,2025-12,2025,9,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-67,Optimize SQL queries causing slow response times in production,Story,High,2025-12-16,2025-12-25,Done,2025-W52,2025-12,2025,10,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-117,Implement automated data export with configurable scheduling,Bug,Medium,2025-12-16,2026-01-03,Done,2026-W01,2026-01,2026,19,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-8,Add role-based access control to the admin management panel,Task,Medium,2025-12-17,2025-12-21,Done,2025-W51,2025-12,2025,5,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-105,Fix intermittent timeout errors in the third-party API client,Improvement,Medium,2025-12-17,2025-12-25,Done,2025-W52,2025-12,2025,9,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-140,Refactor authentication middleware to use JWT token validation,Story,Medium,2025-12-17,2026-01-06,Done,2026-W02,2026-01,2026,21,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-48,Create data migration scripts for the legacy customer records,Bug,Medium,2025-12-18,2026-01-02,Done,2026-W01,2026-01,2026,16,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-145,Implement pagination for the product catalogue endpoint,Task,Medium,2025-12-19,2025-12-28,Done,2025-W52,2025-12,2025,10,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-15,Add audit logging for all user actions in the admin interface,Improvement,Medium,2025-12-20,2026-01-05,Done,2026-W02,2026-01,2026,17,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-23,Fix race condition in the concurrent order processing service,Story,High,2025-12-20,2025-12-24,Done,2025-W52,2025-12,2025,5,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-57,Improve error handling and retry logic in the email delivery service,Bug,Medium,2025-12-20,2025-12-21,Done,2025-W51,2025-12,2025,2,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-94,Implement bulk import feature for CSV product data uploads,Task,High,2025-12-21,2026-01-06,Done,2026-W02,2026-01,2026,17,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-29,Add internationalization support for the customer-facing UI,Improvement,High,2025-12-22,2025-12-29,Done,2026-W01,2025-12,2025,8,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-132,Resolve CSS layout issues on mobile devices in Safari,Story,Medium,2025-12-23,2026-01-04,Done,2026-W01,2026-01,2026,13,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-30,Implement two-factor authentication for privileged user accounts,Bug,Medium,2025-12-24,2026-01-07,Done,2026-W02,2026-01,2026,15,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-36,Optimize image processing pipeline to reduce storage costs,Task,Medium,2025-12-27,2026-01-10,Done,2026-W02,2026-01,2026,15,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-66,Add GraphQL API endpoint for the mobile application team,Improvement,Medium,2025-12-28,2026-01-02,Done,2026-W01,2026-01,2026,6,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-147,Fix incorrect tax calculation for cross-border transactions,Story,Medium,2025-12-31,2026-01-04,Done,2026-W01,2026-01,2026,5,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-60,Implement webhook delivery with exponential backoff retry,Bug,Medium,2026-01-01,2026-01-16,Done,2026-W03,2026-01,2026,16,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-123,Create dashboard for monitoring real-time system health metrics,Task,Medium,2026-01-01,2026-01-19,Done,2026-W04,2026-01,2026,19,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-58,Add support for custom fields in the customer profile section,Improvement,Medium,2026-01-02,2026-01-15,Done,2026-W03,2026-01,2026,14,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-33,Migrate from deprecated authentication library to current version,Story,Medium,2026-01-03,2026-01-13,Done,2026-W03,2026-01,2026,11,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-65,Implement smart caching strategy for frequently accessed resources,Bug,Medium,2026-01-03,2026-01-23,Done,2026-W04,2026-01,2026,21,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-114,Fix data inconsistency bug in the inventory synchronization job,Task,Medium,2026-01-03,2026-01-16,Done,2026-W03,2026-01,2026,14,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-9,Add automated regression tests for the payment processing flow,Improvement,Medium,2026-01-04,2026-01-14,Done,2026-W03,2026-01,2026,11,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-22,Refactor the monolithic reporting service into microservices,Story,Low,2026-01-05,2026-01-13,Done,2026-W03,2026-01,2026,9,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-31,Implement configurable rate limiting for the public REST API,Bug,Low,2026-01-07,2026-01-20,Done,2026-W04,2026-01,2026,14,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-72,Fix security vulnerability in the file upload validation logic,Task,Low,2026-01-10,2026-01-16,Done,2026-W03,2026-01,2026,7,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-144,Add dark mode support to the main application interface,Improvement,Lowest,2026-01-10,2026-01-16,Done,2026-W03,2026-01,2026,7,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-44,Optimize the recommendation engine for better response times,Story,Medium,2026-01-13,2026-01-22,Done,2026-W04,2026-01,2026,10,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-137,Implement GDPR-compliant data deletion workflow for user accounts,Bug,Low,2026-01-13,2026-01-28,Done,2026-W05,2026-01,2026,16,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-142,Fix broken pagination on the search results listing page,Task,Low,2026-01-16,2026-02-02,Done,2026-W06,2026-02,2026,18,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-17,Add support for multiple currency display in the pricing tables,Improvement,Low,2026-01-17,2026-01-23,Done,2026-W04,2026-01,2026,7,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-109,Implement automated database backup and point-in-time recovery,Story,Medium,2026-01-17,2026-02-02,Done,2026-W06,2026-02,2026,17,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-135,Refactor the notification service to use an event-driven pattern,Bug,Highest,2026-01-17,2026-01-26,Done,2026-W05,2026-01,2026,10,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-85,Fix incorrect date timezone handling in the scheduling module,Task,Medium,2026-01-18,2026-01-31,Done,2026-W05,2026-01,2026,14,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-52,Add comprehensive API documentation using OpenAPI specification,Improvement,Lowest,2026-01-21,2026-02-02,Done,2026-W06,2026-02,2026,13,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-20,Implement feature flag system for gradual feature rollouts,Story,Medium,2026-01-22,2026-02-03,Done,2026-W06,2026-02,2026,13,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-88,Resolve slow startup time caused by heavy dependency loading,Bug,High,2026-01-22,2026-02-06,Done,2026-W06,2026-02,2026,16,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-19,Add accessibility improvements to comply with WCAG 2.1 standards,Task,High,2026-01-25,2026-02-13,Done,2026-W07,2026-02,2026,20,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-45,Implement soft-delete functionality across all resource endpoints,Improvement,Medium,2026-01-25,2026-02-04,Done,2026-W06,2026-02,2026,11,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-54,Implement user authentication and session management for the API,Story,Highest,2026-01-25,2026-01-27,Done,2026-W05,2026-01,2026,3,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-91,Fix performance regression in the data processing pipeline,Bug,Low,2026-01-28,2026-02-11,Done,2026-W07,2026-02,2026,15,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-14,Refactor the legacy payment gateway integration module,Task,High,2026-01-29,2026-02-02,Done,2026-W06,2026-02,2026,5,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-62,Add comprehensive end-to-end tests for the checkout flow,Improvement,Medium,2026-01-29,2026-02-02,Done,2026-W06,2026-02,2026,5,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-106,Migrate database schema to support multi-tenancy architecture,Story,Medium,2026-01-31,2026-02-14,Done,2026-W07,2026-02,2026,15,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-118,Resolve memory leak in the background job processing worker,Bug,Medium,2026-01-31,2026-02-11,Done,2026-W07,2026-02,2026,12,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-76,Implement real-time notifications using WebSockets,Task,Low,2026-02-03,2026-02-10,Done,2026-W07,2026-02,2026,8,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-82,Improve search indexing performance for large datasets,Improvement,Lowest,2026-02-03,2026-02-05,Done,2026-W06,2026-02,2026,3,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-90,Add support for OAuth2 single sign-on provider integration,Story,Low,2026-02-03,2026-02-20,Done,2026-W08,2026-02,2026,18,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-116,Redesign the reporting dashboard with filterable date ranges,Bug,Medium,2026-02-06,2026-02-18,Done,2026-W08,2026-02,2026,13,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
DONE-59,Optimize SQL queries causing slow response times in production,Task,Lowest,2026-02-09,2026-03-01,Done,2026-W09,2026-03,2026,21,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-139,Implement automated data export with configurable scheduling,Improvement,High,2026-02-09,2026-02-13,Done,2026-W07,2026-02,2026,5,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-4,Add role-based access control to the admin management panel,Story,High,2026-02-10,2026-02-27,Done,2026-W09,2026-02,2026,18,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-69,Fix intermittent timeout errors in the third-party API client,Bug,Low,2026-02-10,2026-03-01,Done,2026-W09,2026-03,2026,20,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-111,Refactor authentication middleware to use JWT token validation,Task,High,2026-02-10,2026-03-01,Done,2026-W09,2026-03,2026,20,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-40,Create data migration scripts for the legacy customer records,Improvement,Low,2026-02-13,2026-02-19,Done,2026-W08,2026-02,2026,7,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-89,Implement pagination for the product catalogue endpoint,Story,Medium,2026-02-13,2026-02-18,Done,2026-W08,2026-02,2026,6,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-21,Add audit logging for all user actions in the admin interface,Bug,Lowest,2026-02-14,2026-02-15,Done,2026-W07,2026-02,2026,2,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,true,true,true,true
DONE-46,Fix race condition in the concurrent order processing service,Task,High,2026-02-14,2026-03-03,Done,2026-W10,2026-03,2026,18,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-138,Improve error handling and retry logic in the email delivery service,Improvement,High,2026-02-15,2026-03-07,Done,2026-W10,2026-03,2026,21,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,false,true,true
DONE-134,Implement bulk import feature for CSV product data uploads,Story,High,2026-02-17,2026-03-01,Done,2026-W09,2026-03,2026,13,,file:///home/cbroult/work/ruby/predictability-engine/data/samples/sample_data_large.csv,false,false,true,true,true
